0.0 -50.0
100000.0 -50.049
200000.0 -50.197
300000.0 -50.443
400000.0 -50.785
500000.0 -51.224
600000.0 -51.756
700000.0 -52.379
800000.0 -53.092
900000.0 -53.892
1000000.0 -54.775
1100000.0 -55.737
1200000.0 -56.776
1300000.0 -57.886
1400000.0 -59.064
1500000.0 -60.305
1600000.0 -61.604
1700000.0 -62.956
1800000.0 -64.356
1900000.0 -65.797
2000000.0 -67.275
2100000.0 -68.783
2200000.0 -70.315
2300000.0 -71.867
2400000.0 -73.43
2500000.0 -75.0
2600000.0 -76.57
2700000.0 -78.133
2800000.0 -79.685
2900000.0 -81.217
3000000.0 -82.725
3100000.0 -84.203
3200000.0 -85.644
3300000.0 -87.044
3400000.0 -88.396
3500000.0 -89.695
3600000.0 -90.936
3700000.0 -92.114
3800000.0 -93.224
3900000.0 -94.263
4000000.0 -95.225
4100000.0 -96.108
4200000.0 -96.908
4300000.0 -97.621
4400000.0 -98.244
4500000.0 -98.776
4600000.0 -99.215
4700000.0 -99.557
4800000.0 -99.803
4900000.0 -99.951
5000000.0 -100.0
5100000.0 -99.951
5200000.0 -99.803
5300000.0 -99.557
5400000.0 -99.215
5500000.0 -98.776
5600000.0 -98.244
5700000.0 -97.621
5800000.0 -96.908
5900000.0 -96.108
6000000.0 -95.225
6100000.0 -94.263
6200000.0 -93.224
6300000.0 -92.114
6400000.0 -90.936
6500000.0 -89.695
6600000.0 -88.396
6700000.0 -87.044
6800000.0 -85.644
6900000.0 -84.203
7000000.0 -82.725
7100000.0 -81.217
7200000.0 -79.685
7300000.0 -78.133
7400000.0 -76.57
7500000.0 -75.0
7600000.0 -73.43
7700000.0 -71.867
7800000.0 -70.315
7900000.0 -68.783
8000000.0 -67.275
8100000.0 -65.797
8200000.0 -64.356
8300000.0 -62.956
8400000.0 -61.604
8500000.0 -60.305
8600000.0 -59.064
8700000.0 -57.886
8800000.0 -56.776
8900000.0 -55.737
9000000.0 -54.775
9100000.0 -53.892
9200000.0 -53.092
9300000.0 -52.379
9400000.0 -51.756
9500000.0 -51.224
9600000.0 -50.785
9700000.0 -50.443
9800000.0 -50.197
9900000.0 -50.049
10000000.0 -50.0
10100000.0 -50.049
10200000.0 -50.197
10300000.0 -50.443
10400000.0 -50.785
10500000.0 -51.224
10600000.0 -51.756
10700000.0 -52.379
10800000.0 -53.092
10900000.0 -53.892
11000000.0 -54.775
11100000.0 -55.737
11200000.0 -56.776
11300000.0 -57.886
11400000.0 -59.064
11500000.0 -60.305
11600000.0 -61.604
11700000.0 -62.956
11800000.0 -64.356
11900000.0 -65.797
12000000.0 -67.275
12100000.0 -68.783
12200000.0 -70.315
12300000.0 -71.867
12400000.0 -73.43
12500000.0 -75.0
12600000.0 -76.57
12700000.0 -78.133
12800000.0 -79.685
12900000.0 -81.217
13000000.0 -82.725
13100000.0 -84.203
13200000.0 -85.644
13300000.0 -87.044
13400000.0 -88.396
13500000.0 -89.695
13600000.0 -90.936
13700000.0 -92.114
13800000.0 -93.224
13900000.0 -94.263
14000000.0 -95.225
14100000.0 -96.108
14200000.0 -96.908
14300000.0 -97.621
14400000.0 -98.244
14500000.0 -98.776
14600000.0 -99.215
14700000.0 -99.557
14800000.0 -99.803
14900000.0 -99.951
15000000.0 -100.0
15100000.0 -99.951
15200000.0 -99.803
15300000.0 -99.557
15400000.0 -99.215
15500000.0 -98.776
15600000.0 -98.244
15700000.0 -97.621
15800000.0 -96.908
15900000.0 -96.108
16000000.0 -95.225
16100000.0 -94.263
16200000.0 -93.224
16300000.0 -92.114
16400000.0 -90.936
16500000.0 -89.695
16600000.0 -88.396
16700000.0 -87.044
16800000.0 -85.644
16900000.0 -84.203
17000000.0 -82.725
17100000.0 -81.217
17200000.0 -79.685
17300000.0 -78.133
17400000.0 -76.57
17500000.0 -75.0
17600000.0 -73.43
17700000.0 -71.867
17800000.0 -70.315
17900000.0 -68.783
18000000.0 -67.275
18100000.0 -65.797
18200000.0 -64.356
18300000.0 -62.956
18400000.0 -61.604
18500000.0 -60.305
18600000.0 -59.064
18700000.0 -57.886
18800000.0 -56.776
18900000.0 -55.737
19000000.0 -54.775
19100000.0 -53.892
19200000.0 -53.092
19300000.0 -52.379
19400000.0 -51.756
19500000.0 -51.224
19600000.0 -50.785
19700000.0 -50.443
19800000.0 -50.197
19900000.0 -50.049
20000000.0 -50.0
20100000.0 -50.049
20200000.0 -50.197
20300000.0 -50.443
20400000.0 -50.785
20500000.0 -51.224
20600000.0 -51.756
20700000.0 -52.379
20800000.0 -53.092
20900000.0 -53.892
21000000.0 -54.775
21100000.0 -55.737
21200000.0 -56.776
21300000.0 -57.886
21400000.0 -59.064
21500000.0 -60.305
21600000.0 -61.604
21700000.0 -62.956
21800000.0 -64.356
21900000.0 -65.797
22000000.0 -67.275
22100000.0 -68.783
22200000.0 -70.315
22300000.0 -71.867
22400000.0 -73.43
22500000.0 -75.0
22600000.0 -76.57
22700000.0 -78.133
22800000.0 -79.685
22900000.0 -81.217
23000000.0 -82.725
23100000.0 -84.203
23200000.0 -85.644
23300000.0 -87.044
23400000.0 -88.396
23500000.0 -89.695
23600000.0 -90.936
23700000.0 -92.114
23800000.0 -93.224
23900000.0 -94.263
24000000.0 -95.225
24100000.0 -96.108
24200000.0 -96.908
24300000.0 -97.621
24400000.0 -98.244
24500000.0 -98.776
24600000.0 -99.215
24700000.0 -99.557
24800000.0 -99.803
24900000.0 -99.951
25000000.0 -100.0
25100000.0 -99.951
25200000.0 -99.803
25300000.0 -99.557
25400000.0 -99.215
25500000.0 -98.776
25600000.0 -98.244
25700000.0 -97.621
25800000.0 -96.908
25900000.0 -96.108
26000000.0 -95.225
26100000.0 -94.263
26200000.0 -93.224
26300000.0 -92.114
26400000.0 -90.936
26500000.0 -89.695
26600000.0 -88.396
26700000.0 -87.044
26800000.0 -85.644
26900000.0 -84.203
27000000.0 -82.725
27100000.0 -81.217
27200000.0 -79.685
27300000.0 -78.133
27400000.0 -76.57
27500000.0 -75.0
27600000.0 -73.43
27700000.0 -71.867
27800000.0 -70.315
27900000.0 -68.783
28000000.0 -67.275
28100000.0 -65.797
28200000.0 -64.356
28300000.0 -62.956
28400000.0 -61.604
28500000.0 -60.305
28600000.0 -59.064
28700000.0 -57.886
28800000.0 -56.776
28900000.0 -55.737
29000000.0 -54.775
29100000.0 -53.892
29200000.0 -53.092
29300000.0 -52.379
29400000.0 -51.756
29500000.0 -51.224
29600000.0 -50.785
29700000.0 -50.443
29800000.0 -50.197
29900000.0 -50.049
30000000.0 -50.0
